ts	tid	pose	x	y	z	area	conf
2026-04-24 18:38:39	0	1	-50	160	95	255	60
2026-04-24 18:38:39	1	4	130	270	0	255	60
2026-04-24 18:38:40	0	1	-60	110	93	255	60
2026-04-24 18:38:40	1	4	130	270	0	255	60
2026-04-24 18:38:41	0	1	-70	70	119	255	60
2026-04-24 18:38:41	1	4	130	270	0	255	60
2026-04-24 18:38:42	0	1	-60	50	124	255	60
2026-04-24 18:38:42	1	4	130	270	0	255	60
2026-04-24 18:38:43	0	1	-60	60	111	255	60
2026-04-24 18:38:43	1	4	130	270	0	255	60
2026-04-24 18:38:44	0	1	-30	90	100	255	60
2026-04-24 18:38:44	1	4	130	270	0	255	60
2026-04-24 18:38:45	0	1	-30	150	97	255	60
2026-04-24 18:38:45	1	4	130	270	0	255	60
2026-04-24 18:38:46	0	1	-20	220	64	255	60
2026-04-24 18:38:46	1	4	130	270	0	255	60
2026-04-24 18:38:47	0	1	-10	290	78	255	60
2026-04-24 18:38:47	1	4	140	290	0	255	60
2026-04-24 18:38:48	0	1	-20	340	73	255	60
2026-04-24 18:38:48	1	4	170	330	0	255	60
2026-04-24 18:38:49	0	1	-30	380	79	255	60
2026-04-24 18:38:49	1	1	200	370	0	255	60
2026-04-24 18:38:50	0	1	-50	410	90	255	60
2026-04-24 18:38:50	1	1	200	410	0	255	60
2026-04-24 18:38:51	0	1	-50	420	0	255	60
2026-04-24 18:38:51	1	1	240	410	0	255	60
2026-04-24 18:38:52	0	4	-50	410	0	255	60
2026-04-24 18:38:52	1	4	240	410	0	255	60
2026-04-24 18:38:53	0	4	-50	410	0	255	60
2026-04-24 18:38:53	1	4	240	410	0	255	60
2026-04-24 18:38:54	0	4	-70	400	117	255	60
2026-04-24 18:38:54	1	4	240	410	0	255	60
2026-04-24 18:38:55	0	4	-80	400	131	255	60
2026-04-24 18:38:55	1	4	230	400	0	255	60
2026-04-24 18:38:56	0	4	-90	410	0	255	60
2026-04-24 18:38:56	1	4	230	400	0	255	60
2026-04-24 18:38:57	0	4	-90	410	0	255	60
2026-04-24 18:38:57	1	4	230	400	0	255	60
2026-04-24 18:38:58	0	4	-90	410	0	255	60
2026-04-24 18:38:58	1	4	230	400	0	255	60
2026-04-24 18:38:59	0	4	-80	410	0	255	60
2026-04-24 18:38:59	1	4	230	400	0	255	60
2026-04-24 18:39:00	0	4	-80	400	0	255	60
2026-04-24 18:39:00	1	4	300	380	0	255	60
2026-04-24 18:39:01	0	4	-80	390	0	255	60
2026-04-24 18:39:01	1	4	300	380	0	255	60
2026-04-24 18:39:02	0	4	-80	390	0	255	60
2026-04-24 18:39:02	1	4	300	380	0	255	60
2026-04-24 18:39:03	0	4	-80	390	0	255	60
2026-04-24 18:39:03	1	4	300	380	0	255	60
2026-04-24 18:39:04	0	4	-90	400	129	255	60
2026-04-24 18:39:04	1	4	300	390	0	255	60
