bj	topic_type	category	data_value
2026-05-05 07:08:29.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:30.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:31.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:32.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:33.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:34.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:34.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:35.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:36.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:37.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:39.000	event	number_people	[{"track_id": 10, "event_since": 1777936119117, "event_status": "start", "number_people": 0}]
2026-05-05 07:08:39.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:39.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:41.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:57.000	event	activity	[{"track_id": 9, "event_since": 1777936137814, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 12, "multi_person_duration": 44}]
2026-05-05 07:08:57.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:08:58.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:09:29.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:10:01.000	event	activity	[{"track_id": 9, "event_since": 1777936201301, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:10:01.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:10:01.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:10:33.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:11:04.000	event	activity	[{"track_id": 9, "event_since": 1777936264854, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:11:04.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:11:05.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:11:36.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:12:08.000	event	activity	[{"track_id": 9, "event_since": 1777936328336, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:12:08.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:12:08.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:12:40.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:13:11.000	event	activity	[{"track_id": 9, "event_since": 1777936391825, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:13:11.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:13:12.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:13:43.000	event	activity	[{"track_id": 9, "event_since": 1777936423513, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:13:43.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:13:43.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:14:15.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:14:47.000	event	activity	[{"track_id": 9, "event_since": 1777936487068, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:14:47.000	alarm	Fall	[{"ts": 1777936487068, "reason": "lost_track", "source": "sensor.caregiver01", "evidence": {"context": "track_lost_no_exit_room_no_recovery", "wait_ms": 205000, "fall_score": 98, "last_verdict": 1, "spatial_jump": false, "cell_area_type": 4, "frozen_start_ms": 1777936074387}, "track_id": 0, "area_type": "sensing", "position_x": 0, "position_y": 30, "position_z": 0}]
2026-05-05 07:14:47.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:14:47.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
(463 rows)
